OpenTime,Open,High,Low,Close,Volume
1736035200000,1.2338,1.3019,1.1945,1.2626,1.33223e+08
1736121600000,1.2626,1.2872,1.1615,1.172,1.21973e+08
1736208000000,1.172,1.1846,1.0341,1.0357,1.58145e+08
1736294400000,1.0356,1.0533,0.9006,0.9768,1.92026e+08
1736380800000,0.9768,0.9899,0.8606,0.9013,1.98582e+08
1736467200000,0.9014,0.9715,0.8714,0.9105,1.77154e+08
1736553600000,0.9106,0.9371,0.8739,0.9078,1.1976e+08
1736640000000,0.9078,0.9209,0.8668,0.8783,8.80606e+07
1736726400000,0.8783,0.9166,0.7234,0.7982,3.23733e+08
1736812800000,0.7982,0.857,0.7871,0.8309,1.69327e+08
1736899200000,0.8309,0.9742,0.7748,0.9431,2.67437e+08
1736985600000,0.9433,0.9586,0.8753,0.9128,1.94759e+08
1737072000000,0.9128,1.0045,0.9112,0.9641,1.89203e+08
1737158400000,0.964,0.9939,0.8482,0.8821,2.57204e+08
1737244800000,0.8821,0.9488,0.8144,0.8466,3.86467e+08
1737331200000,0.8466,0.972,0.8001,0.8791,4.82433e+08
1737417600000,0.8791,0.9688,0.8312,0.9345,2.65421e+08
1737504000000,0.9345,0.9732,0.84,0.8548,1.48835e+08
1737590400000,0.8549,0.8738,0.802,0.8494,1.76196e+08
1737676800000,0.8495,0.9259,0.8083,0.8455,1.94025e+08
1737763200000,0.8455,0.8791,0.8257,0.8567,8.10058e+07
1737849600000,0.8567,0.8794,0.7743,0.7764,9.92954e+07
1737936000000,0.7763,0.7846,0.7007,0.7516,2.16511e+08
1738022400000,0.7517,0.7715,0.652,0.6576,1.2945e+08
1738108800000,0.6577,0.7426,0.6541,0.6822,1.53094e+08
1738195200000,0.6822,0.7988,0.6763,0.7603,1.62833e+08
1738281600000,0.7604,0.8225,0.726,0.7646,1.78761e+08
1738368000000,0.7646,0.7929,0.6699,0.6755,1.22551e+08
1738454400000,0.6755,0.6952,0.5446,0.5789,2.39102e+08
1738540800000,0.579,0.7021,0.4692,0.6778,5.73415e+08
1738627200000,0.6778,0.6875,0.5894,0.6073,2.76932e+08
1738713600000,0.6074,0.6117,0.541,0.5491,1.98401e+08
1738800000000,0.549,0.5602,0.464,0.4717,2.48016e+08
1738886400000,0.4717,0.5502,0.4717,0.4935,3.13008e+08
1738972800000,0.4934,0.5336,0.4767,0.5226,1.63663e+08
1739059200000,0.5225,0.5392,0.458,0.4765,1.44528e+08
1739145600000,0.4765,0.5039,0.464,0.4783,1.76062e+08
1739232000000,0.4783,0.5081,0.4351,0.4424,2.35463e+08
1739318400000,0.4424,0.4597,0.4017,0.4508,2.3162e+08
1739404800000,0.4509,0.4741,0.4293,0.45,1.83348e+08
1739491200000,0.4501,0.5028,0.4431,0.4849,1.49953e+08
1739577600000,0.4849,0.4974,0.4499,0.4565,1.04803e+08
1739664000000,0.4565,0.4663,0.4412,0.4493,6.72629e+07
1739750400000,0.4494,0.4835,0.4346,0.4553,1.4504e+08
1739836800000,0.4554,0.4731,0.4041,0.4229,1.63318e+08
1739923200000,0.423,0.431,0.3858,0.3968,1.71904e+08
1740009600000,0.3967,0.4243,0.3907,0.4192,1.43188e+08
1740096000000,0.4191,0.4765,0.4014,0.4623,3.98978e+08
1740182400000,0.4623,0.4801,0.4388,0.4479,1.67609e+08
1740268800000,0.4479,0.4723,0.4314,0.4417,1.3935e+08
1740355200000,0.4416,0.4528,0.3701,0.3749,2.34903e+08
1740441600000,0.375,0.4214,0.362,0.407,3.36228e+08
1740528000000,0.407,0.4405,0.3954,0.4283,2.14802e+08
1740614400000,0.4283,0.442,0.4104,0.4166,1.30346e+08
1740700800000,0.4167,0.4284,0.3834,0.414,1.72304e+08
1740787200000,0.4141,0.4196,0.3898,0.4006,8.71441e+07
1740873600000,0.4007,0.4788,0.3851,0.4751,2.6978e+08
1740960000000,0.4752,0.48,0.3562,0.3638,2.48161e+08
1741046400000,0.3639,0.3934,0.337,0.3833,2.27737e+08
1741132800000,0.3833,0.3943,0.341,0.3436,2.84218e+08
1741219200000,0.3435,0.4146,0.3418,0.3644,5.16237e+08
1741305600000,0.3644,0.4595,0.3524,0.4282,5.13571e+08
1741392000000,0.4283,0.4663,0.4255,0.4419,2.20521e+08
1741478400000,0.4418,0.4462,0.4064,0.42,1.5357e+08
1741564800000,0.4201,0.4794,0.3935,0.4127,3.32816e+08
1741651200000,0.4127,0.4262,0.3676,0.3904,2.39302e+08
1741737600000,0.3904,0.3953,0.3554,0.37,1.76372e+08
1741824000000,0.3701,0.3747,0.336,0.3391,1.71368e+08
1741910400000,0.3391,0.3663,0.3338,0.3497,1.95434e+08
1741996800000,0.3496,0.3799,0.3478,0.3715,1.06623e+08
1742083200000,0.3715,0.3784,0.3477,0.3585,1.12797e+08
1742169600000,0.3584,0.3945,0.3578,0.3769,1.47423e+08
1742256000000,0.3769,0.3851,0.3547,0.3677,9.33365e+07
1742342400000,0.3678,0.4,0.3646,0.3933,1.5182e+08
1742428800000,0.3933,0.3988,0.3739,0.3837,8.68979e+07
1742515200000,0.3836,0.3887,0.349,0.3506,1.02191e+08
1742601600000,0.3506,0.3633,0.3495,0.3554,8.61046e+07
1742688000000,0.3554,0.3748,0.3534,0.3705,6.41285e+07
1742774400000,0.3705,0.4098,0.3675,0.4087,1.75022e+08
1742860800000,0.4087,0.4426,0.3941,0.4245,1.767e+08
1742947200000,0.4246,0.4373,0.4017,0.4091,1.42996e+08
1743033600000,0.4092,0.4454,0.4064,0.4296,1.44194e+08
1743120000000,0.4297,0.4314,0.3815,0.3854,1.18216e+08
1743206400000,0.3854,0.3945,0.36,0.3641,8.67554e+07
1743292800000,0.3642,0.3782,0.358,0.3698,7.11027e+07
1743379200000,0.3699,0.3748,0.3422,0.3437,1.20768e+08
1743465600000,0.3437,0.3746,0.3422,0.3692,1.4364e+08
1743552000000,0.3692,0.385,0.33,0.3309,1.84158e+08
1743638400000,0.331,0.3446,0.2995,0.3146,2.09948e+08
1743724800000,0.3147,0.3218,0.2907,0.3187,1.68476e+08
1743811200000,0.3186,0.3329,0.3153,0.3199,1.07249e+08
1743897600000,0.3199,0.3203,0.2708,0.2763,1.4664e+08
1743984000000,0.2764,0.3061,0.2499,0.2923,2.52215e+08
1744070400000,0.2923,0.3083,0.2731,0.2753,1.09183e+08
1744156800000,0.2754,0.326,0.2627,0.3165,2.28176e+08
1744243200000,0.3166,0.3188,0.2933,0.3025,1.89675e+08
1744329600000,0.3025,0.3243,0.2985,0.3156,1.25775e+08
1744416000000,0.3157,0.3504,0.3056,0.3423,1.17357e+08
1744502400000,0.3423,0.3489,0.3049,0.3079,1.15431e+08
1744588800000,0.3079,0.3226,0.2935,0.3002,1.22155e+08
