OpenTime,Open,High,Low,Close,Volume
1736035200000,3656.88,3675.25,3593.7,3635.99,155444
1736121600000,3636,3744.83,3610.63,3687.45,329642
1736208000000,3687.44,3700.86,3356.31,3381.31,541543
1736294400000,3381.31,3415.1,3208.2,3327.29,584750
1736380800000,3327.29,3357.27,3158,3219.2,501818
1736467200000,3219.2,3322.49,3193.97,3267.04,454142
1736553600000,3267.05,3320.18,3217.56,3282.83,151680
1736640000000,3282.83,3300,3224.49,3267.3,164880
1736726400000,3267.3,3339,2920,3137.51,845908
1736812800000,3137.51,3256.67,3125.65,3225.63,374308
1736899200000,3225.63,3473.75,3186.36,3451.52,464188
1736985600000,3451.51,3460.79,3265.44,3308.05,471283
1737072000000,3308.04,3525.72,3307.5,3473.63,518550
1737158400000,3473.64,3494.39,3227,3307.71,634197
1737244800000,3307.71,3448.99,3130.48,3215.12,1.3423e+06
1737331200000,3215.2,3453.69,3142.78,3284,1.15835e+06
1737417600000,3283.99,3368,3204.6,3327.54,548706
1737504000000,3327.55,3365.99,3222.85,3242.6,349241
1737590400000,3242.61,3347.97,3185,3338.21,605593
1737676800000,3338.22,3428,3275.9,3310.09,451524
1737763200000,3310.1,3350.68,3268.66,3318.77,208559
1737849600000,3318.76,3362,3230,3232.61,272165
1737936000000,3232.61,3253.91,3020.01,3182.44,753005
1738022400000,3182.44,3223.01,3040.03,3077.72,350960
1738108800000,3077.72,3182.52,3054.06,3113.9,409737
1738195200000,3113.9,3283.43,3091.06,3247.39,350639
1738281600000,3247.38,3437.31,3213.8,3300.99,648682
1738368000000,3300.99,3331.98,3101.7,3117.54,354065
1738454400000,3117.54,3163.2,2750.71,2869.68,1.05081e+06
1738540800000,2869.68,2921,2125.01,2879.9,2.80798e+06
1738627200000,2879.89,2888.5,2632.6,2731.19,1.25959e+06
1738713600000,2731.19,2826.95,2699.13,2788.25,686593
1738800000000,2788.25,2857.64,2655.28,2686.64,719460
1738886400000,2686.63,2797.5,2562.51,2622.1,695467
1738972800000,2622.11,2667.3,2588.8,2632.46,379685
1739059200000,2632.46,2698.9,2520.02,2627.18,387167
1739145600000,2627.18,2693.79,2559.85,2661.19,398173
1739232000000,2661.19,2725.04,2558.24,2602.59,484196
1739318400000,2602.59,2795.45,2546.92,2738.27,646296
1739404800000,2738.27,2757.28,2612.76,2675.87,443769
1739491200000,2675.87,2791.78,2664.46,2725.95,419896
1739577600000,2725.95,2739,2662.28,2693.04,202971
1739664000000,2693.04,2727.31,2651.26,2661.41,191232
1739750400000,2661.41,2849.7,2637.71,2744.05,639740
1739836800000,2744.05,2756.93,2605.44,2671.99,604864
1739923200000,2672,2736.7,2656.03,2715.5,326154
1740009600000,2715.51,2770.59,2707.18,2738.04,336735
1740096000000,2738.04,2845.32,2616.72,2663,890440
1740182400000,2663,2798.07,2653.33,2763.22,444990
1740268800000,2763.23,2857.34,2745.41,2819.69,611002
1740355200000,2819.7,2839.95,2470.33,2513.52,876876
1740441600000,2513.52,2533.49,2313.49,2495.7,1.32202e+06
1740528000000,2495.69,2507.5,2253.77,2336.37,863087
1740614400000,2336.38,2381.6,2230.57,2307.72,637584
1740700800000,2307.72,2314.18,2076.26,2237.59,1.29154e+06
1740787200000,2237.59,2281.14,2142.73,2217.39,446431
1740873600000,2217.4,2550.58,2172.04,2518.11,1.26668e+06
1740960000000,2518.12,2523.56,2097.91,2149.01,1.10957e+06
1741046400000,2149.02,2221.88,1993.2,2171.51,1.25782e+06
1741132800000,2171.5,2273.51,2155.03,2241.59,687131
1741219200000,2241.59,2319.99,2176.9,2202.2,596908
1741305600000,2202.21,2258.47,2101.82,2141.6,782387
1741392000000,2141.6,2234.93,2105.06,2203.58,328793
1741478400000,2203.57,2212,1989.66,2020.41,601672
1741564800000,2020.43,2152.4,1810.01,1865.1,1.24875e+06
1741651200000,1865.11,1963.2,1754.28,1923.43,1.17143e+06
1741737600000,1923.42,1960,1829.72,1908.2,788740
1741824000000,1908.2,1923.09,1821.81,1864.59,569537
1741910400000,1864.59,1945.64,1861.31,1911.65,375806
1741996800000,1911.64,1957.19,1903.75,1937.17,209546
