OpenTime,Open,High,Low,Close,Volume
1736035200000,713.41,713.93,702.51,709.29,115144
1736121600000,709.29,745.29,705.91,729.42,357348
1736208000000,729.42,733.33,691.2,698.01,436097
1736294400000,698,707.46,674.72,696.03,427278
1736380800000,696.03,701.72,675.12,685.48,331907
1736467200000,685.47,700.69,683.18,693.21,234590
1736553600000,693.21,701.47,690.39,696.7,87734.8
1736640000000,696.71,698.63,689.8,693.34,78211.3
1736726400000,693.35,700,660,688.64,386630
1736812800000,688.64,699.97,686.3,698.89,159724
1736899200000,698.89,715,688.45,714.59,282719
1736985600000,714.59,717.5,700.5,708.1,268105
1737072000000,708.1,729.97,708.1,721.76,289751
1737158400000,721.76,723.32,695,709.52,370480
1737244800000,709.52,714.6,676,683.19,712985
1737331200000,683.2,709.38,671,682.51,668236
1737417600000,682.51,697,675.01,692.21,294203
1737504000000,692.21,704.13,689.93,695.52,218410
1737590400000,695.52,697.65,680.26,689.74,331191
1737676800000,689.73,691.31,678.75,680.45,280584
1737763200000,680.45,689.56,677.68,686.4,140203
1737849600000,686.4,690.82,664.64,667.37,195887
1737936000000,667.36,680.53,637.79,679.74,486668
1738022400000,679.75,682.88,659.4,661.29,202591
1738108800000,661.28,680.01,659.37,667.97,255536
1738195200000,667.97,682.99,666,677.53,145419
1738281600000,677.53,689.44,673.5,677.47,190708
1738368000000,677.48,681.56,650.73,652.94,177371
1738454400000,652.94,663.22,600,617.8,506729
1738540800000,617.8,619.19,500,617.21,1.34086e+06
1738627200000,617.21,619.24,557.88,572.69,549571
1738713600000,572.69,580,561.22,569.55,227055
1738800000000,569.55,589.99,568.87,571.72,334343
1738886400000,571.71,589.9,570.58,577.71,222674
1738972800000,577.7,633.73,573.62,612.39,490806
1739059200000,612.39,648.13,602.4,615.81,774091
1739145600000,615.81,622.42,596.24,618.65,360129
1739232000000,618.65,646.94,615.08,642.11,488539
1739318400000,642.12,705.48,626.88,696.93,822217
1739404800000,696.92,732,658.28,664.72,1.76692e+06
1739491200000,664.73,684.86,652,659.71,650461
1739577600000,659.72,671.43,653.46,662.21,255951
1739664000000,662.21,686.04,653.11,673.1,362206
1739750400000,673.1,682.29,657.99,667.51,323350
1739836800000,667.52,668.3,629.65,648.18,366357
1739923200000,648.19,664.44,636.99,653.38,352798
1740009600000,653.38,659.03,645.88,656.36,215894
1740096000000,656.36,668.5,635,647.47,317327
1740182400000,647.47,679.9,645.21,668.57,297923
1740268800000,668.57,671.1,648.49,658.42,166658
1740355200000,658.41,659.56,610.6,614.2,360147
1740441600000,614.19,628.7,586,623.49,647435
1740528000000,623.49,632.14,594.07,611.57,428035
1740614400000,611.57,619.77,595.84,605.41,295518
1740700800000,605.41,606.33,559.71,588.07,600999
1740787200000,588.07,609.48,586.4,607.93,292254
1740873600000,607.94,635.01,601.5,623.94,469069
1740960000000,623.94,624.36,567.5,576.1,497950
1741046400000,576.09,588.75,546.83,584.01,488870
1741132800000,584.01,606.06,580.57,598.24,206206
1741219200000,598.25,612.9,589.2,596.5,223701
1741305600000,596.49,610.2,577.23,594.77,289364
1741392000000,594.77,602.77,590.11,593.1,117221
1741478400000,593.1,593.1,550.2,554.65,246383
1741564800000,554.65,573.4,523.01,531.49,410155
1741651200000,531.49,566,507,551.61,691871
1741737600000,551.61,574.95,544.63,569.87,367224
1741824000000,569.87,613.71,567.99,579.8,647497
1741910400000,579.8,589.81,576.61,587.76,213012
1741996800000,587.76,619.96,587.49,619.83,254324
1742083200000,619.82,622.8,593.06,602.2,255774
1742169600000,602.21,643.72,602.04,631.69,591668
1742256000000,631.68,643.33,620.28,627.81,443438
1742342400000,627.81,628.2,604.36,618.7,399994
1742428800000,618.71,637.75,616.55,630.47,578472
1742515200000,630.47,637.8,624.92,635.17,262206
1742601600000,635.16,636.1,623.79,627.01,140206
1742688000000,627.01,629.14,619.5,623.79,155603
1742774400000,623.8,639.5,618,637.08,307576
1742860800000,637.08,644.88,627.05,629.82,554572
1742947200000,629.82,634.01,615.3,617.99,222094
1743033600000,618,642.5,617.2,637.36,743402
1743120000000,637.36,637.51,616,619.81,317817
1743206400000,619.81,623.84,596.97,602.99,254422
1743292800000,603,613.37,593.58,602.2,195649
1743379200000,602.2,608.89,587.26,604.81,254764
1743465600000,604.81,618.54,604.46,611.13,565603
1743552000000,611.12,614,584.85,590.68,399508
1743638400000,590.67,610.58,578.46,592.67,507929
1743724800000,592.68,600,585,597.71,177145
1743811200000,597.71,599,588.71,593.13,85938.1
1743897600000,593.13,593.78,544.17,555.54,332256
1743984000000,555.55,567.6,520,554.6,727294
1744070400000,554.6,566,547.64,553.72,212192
1744156800000,553.72,585.97,534.3,582.32,378370
1744243200000,582.32,583.58,566.17,578.03,369220
1744329600000,578.03,590.36,575.7,585.93,174701
1744416000000,585.93,600.48,584,597.29,151269
1744502400000,597.3,598.67,580.32,584.28,144896
1744588800000,584.29,593.1,583.14,584.56,131890
